"CAMPUS","APPOINTMENT.TITLE","APPOINTING.DEPT","APPT.ANNUAL.FTR","APPT.FTR.BASIS","APPT.FRACTION","AMT.OF.SALARY.PAID.FROM.GENL.FUND","Year"
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - Health Sci",73038,"12-Month",1,"73,038.00",2011
"UM_ANN-ARBOR","IT Academic/Admin Div Sr Dir","Library Dean - DMC LTIG",124151.04,"12-Month",1,"124,151.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",31497.18,"12-Month",1,"31,497.18",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Publish - Copyright",90203.04,"12-Month",1,"90,203.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",36541.18,"12-Month",1,"36,541.18",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Asia",53717.04,"12-Month",1,"53,717.04",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Sci & Engin",57419.04,"12-Month",1,"57,419.04",2011
"UM_ANN-ARBOR","Desktop Support Spec Inter","Library Dean - DMC Operations",46980.18,"12-Month",1,"46,980.18",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - GL Ref/UGL",53931,"12-Month",1,"53,931.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",76718.04,"12-Month",1,"76,718.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",26001.04,"12-Month",1,"26,001.04",2011
"UM_ANN-ARBOR","Info Resources Technical Spec","Library Info Tech - DLPS",39032.24,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - OAS",68651.04,"12-Month",1,"68,651.04",2011
"UM_ANN-ARBOR","Research Area Specialist Sr","Library Dean - DMC USE Lab",61200,"12-Month",1,"61,200.00",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Collect - General",67310.04,"12-Month",1,"67,310.04",2011
"UM_ANN-ARBOR","Project Intermediate Manager","Library Dean - DMC Media",85292.55,"12-Month",0.8,"25,587.77",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Info Tech - General",46164,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Pub Svcs - Spec Collec",31934.24,"12-Month",0.5,"15,967.12",2011
"UM_ANN-ARBOR","Information Resources Manager","Library Pub Svcs - OAS",78124.08,"12-Month",1,"78,124.08",2011
"UM_ANN-ARBOR","Instructional Learning Senior","Library Dean - DMC LTIG",45000,"12-Month",1,"45,000.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",54060,"12-Month",1,"54,060.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",73849.08,"12-Month",1,"73,849.08",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",26001.04,"12-Month",1,"26,001.04",2011
"UM_ANN-ARBOR","Desktop Support Spec Inter","Library Dean - DMC Operations",53383.2,"12-Month",1,"53,383.20",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",42769.22,"12-Month",1,"42,769.22",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Area Prog",62895,"12-Month",1,"62,895.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Sci & Engin",56398.08,"12-Month",1,"56,398.08",2011
"UM_ANN-ARBOR","Program Manager","Library Dean - DMC 3D Lab",84078,"12-Month",1,"67,262.40",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",75002.04,"12-Month",1,"75,002.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - CAS - ILL",26484.12,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Secretary Senior","Library Pub Svcs - GL Ref/UGL",54653.95,"12-Month",0.8,"43,723.16",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - GL Ref/UGL",55331.04,"12-Month",1,"55,331.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Pub Svcs - OAS",26472.16,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",30909.06,"12-Month",1,"30,909.06",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - OAS",44370,"12-Month",1,"44,370.00",2011
"UM_ANN-ARBOR","Accountant Associate","Library Admin - Finance",43800.12,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Program Manager","Library Dean - DMC Media",75605.04,"12-Month",1,"73,336.89",2011
"UM_ANN-ARBOR","Info Resources Sr Supr","Library Pub Svcs - OAS",74862,"12-Month",1,"74,862.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - Tech Service",30786.08,"12-Month",1,"30,786.08",2011
"UM_ANN-ARBOR","Development Director Lead","Library Dean - Development",137700,"12-Month",1,"75,735.00",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - Sci & Engin",41040,"12-Month",1,"41,040.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - Tech Service",48855.04,"12-Month",1,"48,855.04",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Collect - Tech Service",69916.08,"12-Month",1,"69,916.08",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",30186,"12-Month",1,"30,186.00",2011
"UM_ANN-ARBOR","Audio/Visual Prod Assoc Supr","Library Dean - DMC Studios",65997,"12-Month",1,"65,997.00",2011
"UM_ANN-ARBOR","Financial Senior Manager","Library Admin - Finance",89141.04,"12-Month",1,"89,141.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - CAS - ILL",30906.2,"12-Month",1,"30,906.20",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Pub Svcs - OAS",33969,"12-Month",1,"33,969.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Info Tech - DLPS",47000,"12-Month",1,"47,000.00",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Info Tech - Core Svcs",62521.08,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Pub Svcs - Spec Collec",25806.04,"12-Month",1,"25,806.04",2011
"UM_ANN-ARBOR","Facilities Assistant","Library Admin - Facilities",35700.08,"12-Month",1,"35,700.08",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Collect - Tech Service",34433.04,"12-Month",1,"34,433.04",2011
"UM_ANN-ARBOR","Public Information Specialist","Library Pub Svcs - General",42804,"12-Month",1,"42,804.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - OAS",53873.04,"12-Month",1,"53,873.04",2011
"UM_ANN-ARBOR","Programmer Analyst Supervisor","Library Publish - SPO",63200,"12-Month",1,"63,200.00",2011
"UM_ANN-ARBOR","Administrative Assistant Sr","Library Dean - General",45000.02,"12-Month",1,"45,000.02",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",31046.08,"12-Month",1,"31,046.08",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Info Tech - Web Sys",56100,"12-Month",0.8,"44,880.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Spec Collec",39506.22,"12-Month",1,"39,506.22",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Area Prog",38373,"12-Month",1,"38,373.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Preservation",40543.1,"12-Month",1,"40,543.10",2011
"UM_ANN-ARBOR","Desktop Support Manager","Library Admin - DSS",135437.04,"12-Month",1,"135,437.04",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Collect - Tech Service",47735.04,"12-Month",1,"47,735.04",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - OAS",73556.04,"12-Month",1,"73,556.04",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Area Prog",40326,"12-Month",1,"40,326.00",2011
"UM_ANN-ARBOR","Development Generalist","Library Dean - Development",53000,"12-Month",1,"34,980.00",2011
"UM_ANN-ARBOR","Info Resources Cataloging Spec","Library Pub Svcs - Asia",32792.24,"12-Month",1,"32,792.24",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Preservation",45145.1,"12-Month",1,"45,145.10",2011
"UM_ANN-ARBOR","Research Area Specialist Assoc","Library Publish - General",48818.16,"12-Month",1,"24,409.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Dean - General",75786,"12-Month",1,"75,786.00",2011
"UM_ANN-ARBOR","Info Resources Technical Spec","Library Collect - Tech Service",41788.24,"12-Month",1,"41,788.24",2011
"UM_ANN-ARBOR","Secretary Senior","Library Collect - Tech Service",43236.18,"12-Month",1,"43,236.18",2011
"UM_ANN-ARBOR","Electronic Imaging Technician","Library Publish - SPO",34397.22,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Asst To The Dean or VP Sr","Library Dean - General",99865.08,"12-Month",1,"99,865.08",2011
"UM_ANN-ARBOR","Research Technician Senior","Library Dean - DMC 3D Lab",47919.04,"12-Month",1,"47,919.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Tech Service",30186,"12-Month",1,"30,186.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - GL Ref/UGL",45934.76,"12-Month",0.88,"40,836.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Info Tech - DLPS",44250,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - CAS - ILL",25082.2,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Publish - General",76553.04,"12-Month",1,"76,553.04",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - Spec Collec",46920,"12-Month",1,"46,920.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",26502.32,"12-Month",0.5,"13,251.16",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Sci & Engin",31765.24,"12-Month",1,"31,765.24",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - CAS - ILL",25400.18,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Desktop Support Spec Inter","Library Admin - DSS",41238.08,"12-Month",1,"41,238.08",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",30677.14,"12-Month",1,"30,677.14",2011
"UM_ANN-ARBOR","Info Resources Assoc Supr","Library Info Tech - DLPS",32641.18,"12-Month",0.5,"0.00",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - Sci & Engin",63370.08,"12-Month",1,"63,370.08",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",32792.24,"12-Month",1,"32,792.24",2011
"UM_ANN-ARBOR","Infor Resources Reference Spec","Library Pub Svcs - Health Sci",35525.1,"12-Month",1,"35,525.10",2011
"UM_ANN-ARBOR","Instructional Learning Senior","Library Dean - DMC LTIG",69785.04,"12-Month",1,"69,785.04",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - GL Ref/UGL",58476.6,"12-Month",0.88,"51,985.70",2011
"UM_ANN-ARBOR","Information Center Manager","Library Dean - DMC Operations",89668.08,"12-Month",1,"89,668.08",2011
"UM_ANN-ARBOR","Research Computer Specialist","Library Dean - DMC 3D Lab",53040,"12-Month",1,"26,520.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Health Sci",39122.2,"12-Month",1,"39,122.20",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Info Tech - Lib Sys",76226.04,"12-Month",1,"76,226.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",35830.08,"12-Month",1,"35,830.08",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Info Tech - DLPS",63243,"12-Month",1,"63,243.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Preservation",31805.15,"12-Month",0.8,"7,633.24",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Area Prog",42894,"12-Month",1,"42,894.00",2011
"UM_ANN-ARBOR","App Programmer/Analyst Sr","Library Info Tech - Lib Sys",88883.04,"12-Month",1,"88,883.04",2011
"UM_ANN-ARBOR","Financial Specialist Associate","Library Collect - Tech Service",47940.1,"12-Month",1,"47,940.10",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - Health Sci",34293,"12-Month",1,"34,293.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - Sci & Engin",74967,"12-Month",1,"74,967.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - OAS",44370,"12-Month",1,"44,370.00",2011
"UM_ANN-ARBOR","Info Resources Technical Spec","Library Info Tech - DLPS",32364.02,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Public Relations Manager","Library Dean - DMC Public Serv",93040.08,"12-Month",1,"93,040.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - Health Sci",62524.08,"12-Month",1,"62,524.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",77149.08,"12-Month",1,"77,149.08",2011
"UM_ANN-ARBOR","Writer","Library Dean - Mktg & Commun",48960,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Tech Service",40185.08,"12-Month",1,"40,185.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",89892,"12-Month",1,"89,892.00",2011
"UM_ANN-ARBOR","Customer Service Rep Inter","Library Dean - DMC Public Serv",39210.08,"12-Month",1,"39,210.08",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - CAS - ILL",34884.2,"12-Month",1,"27,907.36",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - OAS",61200,"12-Month",1,"61,200.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Collect - Tech Service",53791.08,"12-Month",1,"53,791.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - Area Prog",77294.04,"12-Month",1,"77,294.04",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Publish - SPO",50000,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",57900,"12-Month",0.5,"28,950.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - Tech Service",31225.65,"12-Month",0.75,"23,419.24",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Info Tech - Lib Sys",95465.04,"12-Month",1,"95,465.04",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Info Tech - Core Svcs",54060,"12-Month",1,"27,030.00",2011
"UM_ANN-ARBOR","Accounting Clerk Senior","Library Admin - Finance",40017.12,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Area Prog",42276,"12-Month",0.5,"21,138.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - Sci & Engin",46980,"12-Month",1,"46,980.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Dean - General",131299,"12-Month",1,"131,299.00",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Collect - Tech Service",42449.04,"12-Month",1,"42,449.04",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - Health Sci",45935.04,"12-Month",1,"45,935.04",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Area Prog",43414.08,"12-Month",1,"43,414.08",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Info Tech - DLPS",69642,"12-Month",1,"17,410.50",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",61692,"12-Month",0.5,"30,846.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - OAS",49135.08,"12-Month",1,"49,135.08",2011
"UM_ANN-ARBOR","HR Generalist Senior","Library Admin - HR",74460,"12-Month",1,"74,460.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",27620.06,"12-Month",1,"27,620.06",2011
"UM_ANN-ARBOR","Building Manager","Library Admin - Facilities",92500.08,"12-Month",1,"92,500.08",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - Sci & Engin",67094.04,"12-Month",1,"67,094.04",2011
"UM_ANN-ARBOR","Program Manager","Library Publish - General",65662.08,"12-Month",0.5,"32,831.04",2011
"UM_ANN-ARBOR","Infor Resources Reference Spec","Library Pub Svcs - Health Sci",36681.06,"12-Month",1,"36,681.06",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",32331,"12-Month",1,"32,331.00",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",78962.72,"12-Month",0.75,"59,222.04",2011
"UM_ANN-ARBOR","Business Administrator Lead","Library Admin - Finance",102728.04,"12-Month",1,"102,728.04",2011
"UM_ANN-ARBOR","Associate University Librarian","Library Dean - General",132600,"12-Month",1,"132,600.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Dean - General",0,"12-Month",0,"0.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Area Prog",52806,"12-Month",1,"52,806.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Sci & Engin",37426.22,"12-Month",1,"37,426.22",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Publish - SPO",54714.04,"12-Month",1,"54,714.04",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",77272.73,"12-Month",0.82,"63,750.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - CAS - ILL",29512.08,"12-Month",1,"25,604.68",2011
"UM_ANN-ARBOR","App Programmer/Analyst Sr","Library Info Tech - Core Svcs",86701.08,"12-Month",1,"86,701.08",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Area Prog",56123.04,"12-Month",1,"56,123.04",2011
"UM_ANN-ARBOR","Financial Specialist Associate","Library Admin - Finance",44881.2,"12-Month",1,"44,881.20",2011
"UM_ANN-ARBOR","Info Resources Cataloging Spec","Library Collect - Tech Service",35929.57,"12-Month",0.75,"26,947.18",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",56898.4,"12-Month",0.6,"31,295.26",2011
"UM_ANN-ARBOR","Budget Analyst Senior","Library Admin - Finance",71400,"12-Month",1,"71,400.00",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - OAS",57705,"12-Month",1,"57,705.00",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - OAS",62348.04,"12-Month",1,"62,348.04",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Sci & Engin",49421.06,"12-Month",1,"49,421.06",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",31022.16,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Media Digital Photographer","Library Info Tech - DLPS",38187.24,"12-Month",1,"38,187.24",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",27110.2,"12-Month",1,"27,110.20",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - OAS",44711.04,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Pub Svcs - OAS",29789.24,"12-Month",1,"29,789.24",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - GL Ref/UGL",55184,"12-Month",1,"55,184.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - Tech Service",36440.04,"12-Month",1,"36,440.04",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Collect - Tech Service",40326,"12-Month",1,"40,326.00",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - Asia",81766.08,"12-Month",1,"81,766.08",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Pub Svcs - GL Ref/UGL",74906.04,"12-Month",1,"74,906.04",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Asia",49549.08,"12-Month",1,"49,549.08",2011
"UM_ANN-ARBOR","Systems Administrator Inter","Library Admin - DSS",55301.22,"12-Month",1,"55,301.22",2011
"UM_ANN-ARBOR","Administrative Assistant Inter","Library Pub Svcs - Sci & Engin",37741.08,"12-Month",1,"37,741.08",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Collect - Tech Service",53560.05,"12-Month",0.87,"46,865.04",2011
"UM_ANN-ARBOR","Desktop Support Spec Inter","Library Admin - DSS",48185.02,"12-Month",1,"48,185.02",2011
"UM_ANN-ARBOR","Info Resources Assistant Assoc","Library Collect - CAS - ILL",27146.08,"12-Month",1,"27,146.08",2011
"UM_ANN-ARBOR","Development Generalist","Library Dean - Development",63688.08,"12-Month",1,"35,028.44",2011
"UM_ANN-ARBOR","Financial Specialist Associate","Library Admin - Finance",44881.2,"12-Month",1,"44,881.20",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - OAS",38735.06,"12-Month",1,"38,735.06",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",29124.16,"12-Month",1,"29,124.16",2011
"UM_ANN-ARBOR","Infor Resources Reference Spec","Library Pub Svcs - Health Sci",43229.16,"12-Month",1,"43,229.16",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",34904.22,"12-Month",1,"34,904.22",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - Spec Collec",39873,"12-Month",1,"39,873.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Collect - Tech Service",34681.14,"12-Month",1,"34,681.14",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Health Sci",53500,"12-Month",1,"53,500.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - Sci & Engin",58463.04,"12-Month",1,"58,463.04",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - GL Ref/UGL",64276.08,"12-Month",1,"64,276.08",2011
"UM_ANN-ARBOR","Info Resources Sr Supr","Library Pub Svcs - OAS",47826,"12-Month",1,"47,826.00",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Pub Svcs - GL Ref/UGL",70000,"12-Month",1,"70,000.00",2011
"UM_ANN-ARBOR","App Programmer/Analyst Inter","Library Info Tech - DLPS",76500,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Info Tech - DLPS",35069.04,"12-Month",1,"35,069.04",2011
"UM_ANN-ARBOR","HR Generalist Intermediate","Library Admin - HR",55331.04,"12-Month",1,"55,331.04",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Pub Svcs - OAS",55080,"12-Month",1,"55,080.00",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Collect - Tech Service",47172,"12-Month",1,"47,172.00",2011
"UM_ANN-ARBOR","Development Generalist","Library Dean - Development",64830,"12-Month",1,"35,656.50",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Pub Svcs - GL Ref/UGL",48000,"12-Month",1,"48,000.00",2011
"UM_ANN-ARBOR","Gen Actg/Bookkeep Sr Supr","Library Collect - Tech Service",63672.99,"12-Month",0.85,"54,122.04",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Info Tech - Web Sys",86898,"12-Month",1,"86,898.00",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Pub Svcs - Sci & Engin",41760,"12-Month",1,"41,760.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Sci & Engin",28120.04,"12-Month",0.5,"14,060.02",2011
"UM_ANN-ARBOR","ARCHIVIST","Library Dean - Papyrology",0,"12-Month",0,"0.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Tech Service",30989.14,"12-Month",1,"30,989.14",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Tech Service",39492.18,"12-Month",1,"39,492.18",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Collect - Tech Service",28063.1,"12-Month",1,"28,063.10",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Sci & Engin",31675.02,"12-Month",1,"31,675.02",2011
"UM_ANN-ARBOR","Info Resources Cataloging Spec","Library Pub Svcs - Asia",32640.14,"12-Month",1,"32,640.14",2011
"UM_ANN-ARBOR","Info Resources Assistant Sr","Library Pub Svcs - Asia",30600.18,"12-Month",1,"30,600.18",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Pub Svcs - Asia",40800,"12-Month",1,"40,800.00",2011
"UM_ANN-ARBOR","Info Resources Inter Supr","Library Collect - Tech Service",31347,"12-Month",1,"31,347.00",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - Health Sci",30750.2,"12-Month",1,"30,750.20",2011
"UM_ANN-ARBOR","IS Training Specialist Inter","Library Admin - DSS",54965.04,"12-Month",1,"54,965.04",2011
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Info Tech - DLPS",1e+05,"12-Month",1,"100,000.00",2011
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Publish - TCP",46500,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Info Tech - DLPS",55184.04,"12-Month",1,"55,184.04",2011
"UM_ANN-ARBOR","Accounting Clerk Senior","Library Collect - Tech Service",38456.08,"12-Month",1,"38,456.08",2011
"UM_ANN-ARBOR","Info Resources Assoc Supr","Library Pub Svcs - Health Sci",32368.18,"12-Month",1,"32,368.18",2011
"UM_ANN-ARBOR","Executive Secretary","Library Dean - General",49515.18,"12-Month",1,"49,515.18",2011
"UM_ANN-ARBOR","Info Resources Assistant Inter","Library Pub Svcs - OAS",28154.1,"12-Month",1,"28,154.10",2011
"UM_ANN-ARBOR","Software Architect","Library Dean - DMC Media",105000,"12-Month",1,"0.00",2011
"UM_ANN-ARBOR","Infor Resources Specialist Sr","Library Collect - Tech Service",77738.04,"12-Month",1,"77,738.04",2011
"UM_ANN-ARBOR","Media Consultant","Library Dean - DMC Studios",48713.08,"12-Month",1,"48,713.08",2011
"UM_ANN-ARBOR","Associate University Librarian","Library Dean - General",157921.08,"12-Month",1,"78,960.54",2011
"UM_ANN-ARBOR","LIBRARIAN","Library Dean - General",0,"12-Month",0,"0.00",2011
"UM_ANN-ARBOR","Infor Resources Reference Spec","Library Pub Svcs - Sci & Engin",38251.2,"12-Month",1,"38,251.20",2011
