"CAMPUS","APPOINTMENT.TITLE","APPOINTING.DEPT","APPT.ANNUAL.FTR","APPT.FTR.BASIS","APPT.FRACTION","AMT.OF.SALARY.PAID.FROM.GENL.FUND","Year"
"UM_ANN-ARBOR","SR GRAPHIC ARTIST","Library Administration",52274,"12-Month",1,"52274",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Tech & Access Svcs",60572,"12-Month",1,"60572",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",23795.98,"12-Month",1,"23795.98",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Administration",52116,"12-Month",1,"52116",2002
"UM_ANN-ARBOR","ELECT IMAGING TECH II","Library Preservation",25677.08,"12-Month",1,"25677.08",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",30992,"12-Month",1,"30992",2002
"UM_ANN-ARBOR","FACILITIES ASST","Library Finance and Facilities",28854,"12-Month",1,"28854",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",28193.1,"12-Month",1,"28193.1",2002
"UM_ANN-ARBOR","INFORM RES SUPR","Library Acquisitions & Serials",30914,"12-Month",1,"30914",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Acquisitions & Serials",88986,"12-Month",1,"88986",2002
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",36969,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",29312.92,"12-Month",1,"29312.92",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Administration",58261.33,"12-Month",0.75,"43696",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Cooperative Access Svc",99728,"12-Month",1,"99728",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",34255,"12-Month",1,"34255",2002
"UM_ANN-ARBOR","DIR SCH DEVELOP/EXT RELS","Library Administration",86319,"12-Month",1,"43159.5",2002
"UM_ANN-ARBOR","SR FINANCIAL ANALYST","Library Finance and Facilities",46680,"12-Month",1,"46680",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",23345.92,"12-Month",1,"23345.92",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",25612.08,"12-Month",1,"25612.08",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Acquisitions & Serials",52332,"12-Month",1,"52332",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",25597,"12-Month",1,"25597",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",22297.08,"12-Month",1,"22297.08",2002
"UM_ANN-ARBOR","ADMINISTRATIVE MGR I","Library Human Resources",86741.33,"12-Month",0.75,"65056",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",22503,"12-Month",1,"22503",2002
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",27813,"12-Month",1,"17800.32",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",29172,"12-Month",0.75,"21879",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Monographs & Catalog",74391,"12-Month",1,"74391",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24905.92,"12-Month",1,"24905.92",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Monographs & Catalog",48498,"12-Month",1,"48498",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",32761.04,"12-Month",1,"32761.04",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",25834.12,"12-Month",1,"25834.12",2002
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",28677,"12-Month",1,"0",2002
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Cooperative Access Svc",25884.04,"12-Month",1,"25884.04",2002
"UM_ANN-ARBOR","INFORM RES MGR I","Library Acquisitions & Serials",33908,"12-Month",1,"33908",2002
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Photoduplication",35819.94,"12-Month",1,"0",2002
"UM_ANN-ARBOR","PROGRAM COORD","Library Administration",42436,"12-Month",1,"42436",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Preservation",59411,"12-Month",1,"59411",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Preservation",25090.26,"12-Month",1,"0",2002
"UM_ANN-ARBOR","DIRECTOR","Library Administration",181327,"12-Month",1,"181327",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","ADMIN ASST II","Library Human Resources",35614,"12-Month",1,"35614",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",21700.12,"12-Month",1,"0",2002
"UM_ANN-ARBOR","ADMIN ASSOC I","Library Photoduplication",41571.25,"12-Month",0.8,"0",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Monographs & Catalog",62706,"12-Month",1,"62706",2002
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Tech & Access Svcs",21218.08,"12-Month",1,"21218.08",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",38436.06,"12-Month",1,"38436.06",2002
"UM_ANN-ARBOR","BOOK BINDER II","Library Preservation",31262.4,"12-Month",1,"31262.4",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Monographs & Catalog",38736,"12-Month",1,"38736",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Monographs & Catalog",41000,"12-Month",1,"41000",2002
"UM_ANN-ARBOR","INFORM RES MGR I","Library Cooperative Access Svc",45835,"12-Month",1,"45835",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",25067.9,"12-Month",1,"25067.9",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Monographs & Catalog",33301,"12-Month",1,"33301",2002
"UM_ANN-ARBOR","POSTAL CLERK II","Library Finance and Facilities",29286.4,"12-Month",1,"29286.4",2002
"UM_ANN-ARBOR","ASST MGR FACILITIES","Library Finance and Facilities",49680,"12-Month",1,"49680",2002
"UM_ANN-ARBOR","CONSERVATION ASST II","Library Preservation",35785.1,"12-Month",1,"35785.1",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",29007.94,"12-Month",0.5,"14504.1",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Photoduplication",23345.92,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",24402.04,"12-Month",1,"24402.04",2002
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Finance and Facilities",26303.94,"12-Month",1,"26303.94",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",27535.04,"12-Month",1,"27535.04",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23908.04,"12-Month",1,"23908.04",2002
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",27043.9,"12-Month",1,"27043.9",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",22091.94,"12-Month",1,"0",2002
"UM_ANN-ARBOR","ACADEMIC SVCS CLERK III","Library Human Resources",28837.12,"12-Month",1,"28837.12",2002
"UM_ANN-ARBOR","ASSOC DIRECTOR","Library Administration",124313,"12-Month",1,"124313",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","SECRETARY III","Library Administration",29706.04,"12-Month",1,"29706.04",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",23889.06,"12-Month",1,"23889.06",2002
"UM_ANN-ARBOR","FINANCIAL ANALYST","Library Acquisitions & Serials",62962,"12-Month",1,"62962",2002
"UM_ANN-ARBOR","ADMIN ASSOC II","Library Administration",64492,"12-Month",1,"64492",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24274.12,"12-Month",1,"24274.12",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Systems",46858,"12-Month",1,"46858",2002
"UM_ANN-ARBOR","FACILITIES COORDINATOR","Library Finance and Facilities",41738,"12-Month",1,"41738",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23632.96,"12-Month",1,"23632.96",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",28837.9,"12-Month",1,"28837.9",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Monographs & Catalog",34222,"12-Month",1,"34222",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Monographs & Catalog",33235,"12-Month",1,"33235",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",24033.1,"12-Month",1,"24033.1",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",0,"12-Month",0,"0",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",23500.1,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",28770,"12-Month",1,"28770",2002
"UM_ANN-ARBOR","DOCUMENT RESTORER","Library Preservation",38667,"12-Month",1,"38667",2002
"UM_ANN-ARBOR","FINANCIAL ANALYST","Library Acquisitions & Serials",52012,"12-Month",1,"52012",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",22770.02,"12-Month",1,"22770.02",2002
"UM_ANN-ARBOR","COMP SYSTEMS SPECIALIST I","Library Desktop Support Svcs",24659.96,"12-Month",1,"24659.96",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",22440.08,"12-Month",1,"22440.08",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Monographs & Catalog",99922,"12-Month",1,"99922",2002
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Acquisitions & Serials",33600,"12-Month",1,"33600",2002
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",21218.08,"12-Month",1,"21218.08",2002
"UM_ANN-ARBOR","INFORM RES MGR I","Library Monographs & Catalog",39166,"12-Month",1,"39166",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Acquisitions & Serials",46238,"12-Month",1,"46238",2002
"UM_ANN-ARBOR","PROGRAM REPRESENTATIVE","Library Administration",68959,"12-Month",1,"68959",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Preservation",71225,"12-Month",1,"71225",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",23344.88,"12-Month",1,"23344.88",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",25151.1,"12-Month",1,"25151.1",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",32763.12,"12-Month",1,"32763.12",2002
"UM_ANN-ARBOR","BOOK BINDER III","Library Preservation",34819.2,"12-Month",1,"34819.2",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Cooperative Access Svc",21012.16,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Monographs & Catalog",43358,"12-Month",1,"43358",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Monographs & Catalog",37796,"12-Month",0.5,"18898",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",25489.1,"12-Month",1,"25489.1",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",35992.06,"12-Month",1,"35992.06",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",33450,"12-Month",1,"33450",2002
"UM_ANN-ARBOR","SECRETARY IV","Library Acquisitions & Serials",32165.9,"12-Month",1,"32165.9",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Preservation",33608.12,"12-Month",1,"26886.5",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Cooperative Access Svc",25579.06,"12-Month",1,"13045.32",2002
"UM_ANN-ARBOR","POSTAL CLERK III","Library Finance and Facilities",31262.4,"12-Month",1,"31262.4",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",32305,"12-Month",1,"32305",2002
"UM_ANN-ARBOR","PROGRAMMER ANALYST II","Library Systems",64081,"12-Month",1,"64081",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",27327.04,"12-Month",1,"27327.04",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",24126.7,"12-Month",0.75,"18094.96",2002
"UM_ANN-ARBOR","SR PROGRAMMER ANALYST","Library Systems",69675,"12-Month",1,"69675",2002
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",33881.9,"12-Month",1,"33881.9",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",37475,"12-Month",1,"37475",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Monographs & Catalog",49698,"12-Month",1,"49698",2002
"UM_ANN-ARBOR","BOOK BINDER III","Library Preservation",34819.2,"12-Month",1,"34819.2",2002
"UM_ANN-ARBOR","EXEC SECRETARY","Library Administration",34810.88,"12-Month",1,"34810.88",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Monographs & Catalog",36500,"12-Month",1,"36500",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Monographs & Catalog",21886.54,"12-Month",0.75,"16415.1",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Systems",64405,"12-Month",1,"64405",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Monographs & Catalog",40556.1,"12-Month",1,"40556.1",2002
"UM_ANN-ARBOR","SECRETARY IV","Library Administration",33100.08,"12-Month",1,"33100.08",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Monographs & Catalog",26211.12,"12-Month",1,"26211.12",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",83695,"12-Month",1,"83695",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Monographs & Catalog",31831,"12-Month",1,"31831",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Acquisitions & Serials",57362,"12-Month",1,"57362",2002
"UM_ANN-ARBOR","ADMIN ASSOC I","Library Human Resources",37196,"12-Month",1,"37196",2002
"UM_ANN-ARBOR","ELECT IMAGING TECH III","Library Preservation",37470.94,"12-Month",1,"37470.94",2002
"UM_ANN-ARBOR","ACADEMIC SVCS CLERK III","Library Human Resources",28387.06,"12-Month",1,"28387.06",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Monographs & Catalog",58348,"12-Month",1,"58348",2002
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Finance and Facilities",31000.06,"12-Month",1,"31000.06",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",21700.12,"12-Month",1,"21700.12",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Photoduplication",24133.98,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",26932.88,"12-Month",0.6,"16159.78",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Photoduplication",21875.1,"12-Month",1,"0",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",29935.1,"12-Month",1,"29935.1",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Faculty Exploratory",48779,"12-Month",1,"48779",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",35685,"12-Month",1,"35685",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Cooperative Access Svc",21023.08,"12-Month",1,"0",2002
"UM_ANN-ARBOR","DEVELOPMENT OFFICER III","Library Administration",50013,"12-Month",1,"50013",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Photoduplication",21167.12,"12-Month",1,"0",2002
"UM_ANN-ARBOR","ADMIN ASSOC II","Library Preservation",58770,"12-Month",1,"0",2002
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Monographs & Catalog",36500,"12-Month",1,"36500",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23739.04,"12-Month",1,"23739.04",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",21783.06,"12-Month",1,"21783.06",2002
"UM_ANN-ARBOR","INFORM RES SUPR","Library Preservation",27743,"12-Month",1,"27743",2002
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Monographs & Catalog",34551,"12-Month",1,"34551",2002
"UM_ANN-ARBOR","LIBRARIAN","Library Systems",77060,"12-Month",1,"77060",2002
"UM_ANN-ARBOR","ADMIN ASSOC I","Library Administration",38396,"12-Month",1,"38396",2002
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Acquisitions & Serials",43469.4,"12-Month",0.85,"36949.12",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23345.92,"12-Month",1,"23345.92",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",31595.98,"12-Month",1,"31595.98",2002
"UM_ANN-ARBOR","POSTAL CLERK II","Library Finance and Facilities",29286.4,"12-Month",1,"29286.4",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Cooperative Access Svc",24449.88,"12-Month",1,"24449.88",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23118.94,"12-Month",1,"23118.94",2002
"UM_ANN-ARBOR","ADMINISTRATIVE MGR II","Library Finance and Facilities",71940,"12-Month",1,"54674.4",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Monographs & Catalog",41616,"12-Month",1,"41616",2002
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Acquisitions & Serials",44883,"12-Month",1,"44883",2002
"UM_ANN-ARBOR","EXEC SECRETARY","Library Administration",39897,"12-Month",1,"39897",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Monographs & Catalog",31114.98,"12-Month",1,"31114.98",2002
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Monographs & Catalog",62228,"12-Month",1,"62228",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Acquisitions & Serials",72702.67,"12-Month",0.75,"54527",2002
"UM_ANN-ARBOR","INFORM RES ASST I","Library Cooperative Access Svc",21167.12,"12-Month",1,"21167.12",2002
"UM_ANN-ARBOR","COMP SYSTEMS SPECIALIST I","Library Cooperative Access Svc",36317.06,"12-Month",1,"27237.8",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Monographs & Catalog",54670,"12-Month",1,"54670",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",23831.08,"12-Month",1,"23831.08",2002
"UM_ANN-ARBOR","ADMIN ASSOC I","Library Human Resources",50842,"12-Month",1,"50842",2002
"UM_ANN-ARBOR","INFORM RES ASST II","Library Preservation",44260.06,"12-Month",1,"44260.06",2002
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Preservation",54160,"12-Month",1,"54160",2002
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",28543.06,"12-Month",1,"28,543.06",2003
"UM_ANN-ARBOR","INFORM RES SUPR","Library Acquisitions & Serials",31264,"12-Month",1,"31,264.00",2003
"UM_ANN-ARBOR","LIBRARIAN","Library Acquisitions & Serials",89336,"12-Month",1,"89,336.00",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",22953.06,"12-Month",1,"22,953.06",2003
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",29522,"12-Month",0.75,"22,141.50",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",25355.98,"12-Month",1,"25,355.98",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23350.08,"12-Month",1,"23,350.08",2003
"UM_ANN-ARBOR","INFORM RES MGR I","Library Acquisitions & Serials",34258,"12-Month",1,"34,258.00",2003
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",21667.88,"12-Month",1,"21,667.88",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",29357.9,"12-Month",0.5,"14,679.08",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24358.1,"12-Month",1,"24,358.10",2003
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",27394.12,"12-Month",1,"27,394.12",2003
"UM_ANN-ARBOR","FINANCIAL ANALYST","Library Acquisitions & Serials",63312,"12-Month",1,"63,312.00",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24723.92,"12-Month",1,"24,723.92",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24083.02,"12-Month",1,"24,083.02",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",29188.12,"12-Month",1,"29,188.12",2003
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Acquisitions & Serials",33350,"12-Month",1,"33,350.00",2003
"UM_ANN-ARBOR","FINANCIAL ANALYST","Library Acquisitions & Serials",52362,"12-Month",1,"52,362.00",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",22889.88,"12-Month",1,"22,889.88",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Acquisitions & Serials",46588,"12-Month",1,"46,588.00",2003
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Acquisitions & Serials",33950,"12-Month",1,"33,950.00",2003
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",21667.88,"12-Month",1,"21,667.88",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24449.88,"12-Month",1,"24,449.88",2003
"UM_ANN-ARBOR","INFORM RES SPEC II","Library Acquisitions & Serials",40350,"12-Month",1,"40,350.00",2003
"UM_ANN-ARBOR","INFORM RES SPEC I","Library Acquisitions & Serials",33800,"12-Month",1,"33,800.00",2003
"UM_ANN-ARBOR","SECRETARY IV","Library Acquisitions & Serials",32516.12,"12-Month",1,"32,516.12",2003
"UM_ANN-ARBOR","FINANCIAL CLERK II","Library Acquisitions & Serials",34232.12,"12-Month",1,"34,232.12",2003
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",30285.06,"12-Month",1,"30,285.06",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",24189.1,"12-Month",1,"24,189.10",2003
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Acquisitions & Serials",43819.88,"12-Month",0.85,"37,247.08",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23795.98,"12-Month",1,"23,795.98",2003
"UM_ANN-ARBOR","INFORM RES ASSOC","Library Acquisitions & Serials",31945.94,"12-Month",1,"31,945.94",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Acquisitions & Serials",23569,"12-Month",1,"23,569.00",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Acquisitions & Serials",45233,"12-Month",1,"45,233.00",2003
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Acquisitions & Serials",73053,"12-Month",0.75,"54,789.75",2003
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Administration",52466,"12-Month",1,"52,466.00",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","SR ASSOC LIBRARIAN","Library Administration",58612,"12-Month",0.75,"43,959.00",2003
"UM_ANN-ARBOR","DIR SCH DEVELOP/EXT RELS","Library Administration",86669,"12-Month",1,"43,334.50",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","UNIVERSITY LIBRARIAN","Library Administration",183594,"12-Month",1,"183,594.00",2003
"UM_ANN-ARBOR","ASSOC DIRECTOR","Library Administration",115350,"12-Month",1,"115,350.00",2003
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","ASSOC DIRECTOR","Library Administration",124663,"12-Month",1,"124,663.00",2003
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","ADMIN ASST I","Library Administration",31549.96,"12-Month",1,"31,549.96",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",0,"12-Month",0,"0",2003
"UM_ANN-ARBOR","ASST LIBRARIAN","Library Administration",36350,"12-Month",1,"0",2003
"UM_ANN-ARBOR","ASSOC LIBRARIAN","Library Administration",40074,"12-Month",1,"40,074.00",2003
"UM_ANN-ARBOR","EXEC SECRETARY","Library Administration",35161.1,"12-Month",0.9,"31,645.12",2003
"UM_ANN-ARBOR","ADMIN ASSOC II","Library Administration",64842,"12-Month",1,"64,842.00",2003
"UM_ANN-ARBOR","LIBRARIAN","Library Administration",84045,"12-Month",1,"84,045.00",2003
"UM_ANN-ARBOR","DEVELOPMENT OFFICER III","Library Administration",50363,"12-Month",0.75,"37,772.25",2003
"UM_ANN-ARBOR","ADMIN ASSOC I","Library Administration",38746,"12-Month",1,"38,746.00",2003
"UM_ANN-ARBOR","EXEC SECRETARY","Library Administration",40246.96,"12-Month",1,"40,246.96",2003
"UM_ANN-ARBOR","ASSOC DIRECTOR","Library Administration",115350,"12-Month",1,"115,350.00",2003
"UM_ANN-ARBOR","ASST DIRECTOR I","Library Administrative Svcs",94000,"12-Month",1,"94,000.00",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",27349.92,"12-Month",1,"0",2003
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",37319,"12-Month",1,"0",2003
"UM_ANN-ARBOR","LIBRARIAN","Library Cooperative Access Svc",100078,"12-Month",1,"100,078.00",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",25946.96,"12-Month",1,"25,946.96",2003
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",28163,"12-Month",1,"18,024.32",2003
"UM_ANN-ARBOR","INFORM RES SUPR","Library Cooperative Access Svc",29027,"12-Month",1,"0",2003
"UM_ANN-ARBOR","ADMIN ASST II","Library Cooperative Access Svc",28350,"12-Month",1,"0",2003
"UM_ANN-ARBOR","FINANCIAL CLERK III","Library Cooperative Access Svc",30000.1,"12-Month",1,"30,000.10",2003
"UM_ANN-ARBOR","INFORM RES ASST II","Library Cooperative Access Svc",22746.88,"12-Month",1,"22,746.88",2003
"UM_ANN-ARBOR","INFORM RES MGR I","Library Cooperative Access Svc",46185,"12-Month",1,"46,185.00",2003
